0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.0543	1.07189	1.08986	1.10823	1.12699	1.14616	1.16575	1.18578	1.20625	1.22718	1.24858	1.27046	1.29284	1.31572	1.33914	1.36309	1.38759	1.41267	1.43833	1.46459	1.49148	1.519	1.54718	1.57603	1.60559	1.63586	1.66687	1.69864	1.73119	1.76455	1.79874	1.83379	1.86972	1.90657	1.94435	1.98311	2.02286	2.06365	2.1055	2.14845	2.19253	2.23778	2.28424	2.33196	2.38096	2.43129	2.483	2.53614	2.59075	2.64688	2.70459	2.76393	2.82495	2.88771	2.95229	3.01873	3.08711	3.15749	3.22996	3.30457	3.38143	3.46059	3.54216	3.62622	3.71286	3.80218	3.89429	3.98929	4.08729	4.18841	4.29277	4.4005	4.51174	4.62661	4.74528	4.8679	4.99462	5.12561	5.26106	5.40115	5.54607	5.69603	5.85125	6.01195	6.17837	6.35076	6.52939	6.71454	6.90649	7.10555	7.31205	7.52633	7.74876	7.97971	8.21958	8.4688	8.72782	8.99711	9.27717	9.56854	9.87177	10.1875	10.5162	10.8588	11.2158	11.588	11.9762	12.3813	12.8042	13.2457	13.707	14.1891	14.6932	15.2205	15.7723	16.3499	16.955	17.589	18.2537	18.9509	19.6825	20.4505	21.2572	22.105	22.9962	23.9337	24.9203	25.959	27.053	28.2058	29.421	30.7022	32.0533	33.4781	34.9804	36.563	38.2276	39.9726	41.7878	43.6341	45.097	43.6341	41.7878	39.9726	38.2276	36.563	34.9804	33.4781	32.0533	30.7022	29.421	28.2058	27.053	25.959	24.9203	23.9337	22.9962	22.105	21.2572	20.4505	19.6825	18.9509	18.2537	17.589	16.955	16.3499	15.7723	15.2205	14.6932	14.1891	13.707	13.2457	12.8042	12.3813	11.9762	11.588	11.2158	10.8588	10.5162	10.1875	9.87177	9.56854	9.27717	8.99711	8.72782	8.4688	8.21958	7.97971	7.74876	7.52633	7.31205	7.10555	6.90649	6.71454	6.52939	6.35076	6.17837	6.01195	5.85125	5.69603	5.54607	5.40115	5.26106	5.12561	4.99462	4.8679	4.74528	4.62661	4.51174	4.4005	4.29277	4.18841	4.08729	3.98929	3.89429	3.80218	3.71286	3.62622	3.54216	3.46059	3.38143	3.30457	3.22996	3.15749	3.08711	3.01873	2.95229	2.88771	2.82495	2.76393	2.70459	2.64688	2.59075	2.53614	2.483	2.43129	2.38096	2.33196	2.28424	2.23778	2.19253	2.14845	2.1055	2.06365	2.02286	1.98311	1.94435	1.90657	1.86972	1.83379	1.79874	1.76455	1.73119	1.69864	1.66687	1.63586	1.60559	1.57603	1.54718	1.519	1.49148	1.46459	1.43833	1.41267	1.38759	1.36309	1.33914	1.31572	1.29284	1.27046	1.24858	1.22718	1.20625	1.18578	1.16575	1.14616	1.12699	1.10823	1.08986	1.07189	1.0543	
1.29978	1.32147	1.34362	1.36626	1.38939	1.41302	1.43718	1.46187	1.48711	1.51291	1.53929	1.56627	1.59385	1.62207	1.65093	1.68046	1.71067	1.74158	1.77322	1.8056	1.83874	1.87267	1.90741	1.94299	1.97942	2.01674	2.05497	2.09414	2.13427	2.1754	2.21755	2.26076	2.30506	2.35048	2.39707	2.44484	2.49385	2.54413	2.59573	2.64868	2.70302	2.75881	2.81609	2.87491	2.93532	2.99738	3.06113	3.12664	3.19397	3.26317	3.33431	3.40746	3.48269	3.56007	3.63968	3.72159	3.80589	3.89266	3.982	4.07399	4.16874	4.26633	4.36689	4.47052	4.57734	4.68746	4.80101	4.91813	5.03895	5.16361	5.29227	5.42509	5.56222	5.70385	5.85015	6.00131	6.15753	6.31903	6.48601	6.65872	6.83738	7.02226	7.21362	7.41173	7.6169	7.82944	8.04966	8.27791	8.51455	8.75996	9.01455	9.27872	9.55293	9.83765	10.1334	10.4406	10.7599	11.0919	11.4372	11.7964	12.1702	12.5594	12.9648	13.3871	13.8272	14.2861	14.7647	15.2641	15.7854	16.3298	16.8985	17.4928	18.1143	18.7643	19.4446	20.1567	20.9027	21.6843	22.5038	23.3633	24.2652	25.2121	26.2066	27.2517	28.3505	29.5063	30.7226	32.0031	33.3519	34.7731	36.2712	37.8507	39.5164	41.273	43.125	45.0761	47.1283	49.2796	51.5174	53.7936	55.5969	53.7936	51.5174	49.2796	47.1283	45.0761	43.125	41.273	39.5164	37.8507	36.2712	34.7731	33.3519	32.0031	30.7226	29.5063	28.3505	27.2517	26.2066	25.2121	24.2652	23.3633	22.5038	21.6843	20.9027	20.1567	19.4446	18.7643	18.1143	17.4928	16.8985	16.3298	15.7854	15.2641	14.7647	14.2861	13.8272	13.3871	12.9648	12.5594	12.1702	11.7964	11.4372	11.0919	10.7599	10.4406	10.1334	9.83765	9.55293	9.27872	9.01455	8.75996	8.51455	8.27791	8.04966	7.82944	7.6169	7.41173	7.21362	7.02226	6.83738	6.65872	6.48601	6.31903	6.15753	6.00131	5.85015	5.70385	5.56222	5.42509	5.29227	5.16361	5.03895	4.91813	4.80101	4.68746	4.57734	4.47052	4.36689	4.26633	4.16874	4.07399	3.982	3.89266	3.80589	3.72159	3.63968	3.56007	3.48269	3.40746	3.33431	3.26317	3.19397	3.12664	3.06113	2.99738	2.93532	2.87491	2.81609	2.75881	2.70302	2.64868	2.59573	2.54413	2.49385	2.44484	2.39707	2.35048	2.30506	2.26076	2.21755	2.1754	2.13427	2.09414	2.05497	2.01674	1.97942	1.94299	1.90741	1.87267	1.83874	1.8056	1.77322	1.74158	1.71067	1.68046	1.65093	1.62207	1.59385	1.56627	1.53929	1.51291	1.48711	1.46187	1.43718	1.41302	1.38939	1.36626	1.34362	1.32147	1.29978	
1.57074	1.59695	1.62373	1.65108	1.67903	1.70759	1.73679	1.76662	1.79712	1.8283	1.86018	1.89278	1.92612	1.96022	1.9951	2.03078	2.06729	2.10465	2.14288	2.18201	2.22206	2.26307	2.30505	2.34804	2.39207	2.43717	2.48337	2.5307	2.5792	2.6289	2.67984	2.73206	2.78559	2.84049	2.89678	2.95452	3.01374	3.07451	3.13686	3.20084	3.26652	3.33394	3.40316	3.47424	3.54725	3.62224	3.69928	3.77845	3.85981	3.94344	4.02941	4.11781	4.20872	4.30224	4.39844	4.49743	4.5993	4.70416	4.81212	4.92329	5.03779	5.15573	5.27725	5.40249	5.53157	5.66465	5.80187	5.94341	6.08941	6.24006	6.39555	6.55605	6.72177	6.89292	7.06972	7.2524	7.44119	7.63635	7.83815	8.04685	8.26276	8.48618	8.71743	8.95685	9.20479	9.46163	9.72776	10.0036	10.2896	10.5861	10.8938	11.213	11.5444	11.8885	12.2459	12.6172	13.0031	13.4043	13.8215	14.2556	14.7074	15.1777	15.6675	16.1779	16.7097	17.2643	17.8427	18.4462	19.0762	19.734	20.4213	21.1395	21.8905	22.6761	23.4982	24.3588	25.2602	26.2049	27.1951	28.2338	29.3238	30.468	31.6699	32.9329	34.2608	35.6575	37.1273	38.6748	40.3047	42.0222	43.8326	45.7414	47.7543	49.8771	52.1152	54.473	56.9531	59.5529	62.2572	65.0078	67.1868	65.0078	62.2572	59.5529	56.9531	54.473	52.1152	49.8771	47.7543	45.7414	43.8326	42.0222	40.3047	38.6748	37.1273	35.6575	34.2608	32.9329	31.6699	30.468	29.3238	28.2338	27.1951	26.2049	25.2602	24.3588	23.4982	22.6761	21.8905	21.1395	20.4213	19.734	19.0762	18.4462	17.8427	17.2643	16.7097	16.1779	15.6675	15.1777	14.7074	14.2556	13.8215	13.4043	13.0031	12.6172	12.2459	11.8885	11.5444	11.213	10.8938	10.5861	10.2896	10.0036	9.72776	9.46163	9.20479	8.95685	8.71743	8.48618	8.26276	8.04685	7.83815	7.63635	7.44119	7.2524	7.06972	6.89292	6.72177	6.55605	6.39555	6.24006	6.08941	5.94341	5.80187	5.66465	5.53157	5.40249	5.27725	5.15573	5.03779	4.92329	4.81212	4.70416	4.5993	4.49743	4.39844	4.30224	4.20872	4.11781	4.02941	3.94344	3.85981	3.77845	3.69928	3.62224	3.54725	3.47424	3.40316	3.33394	3.26652	3.20084	3.13686	3.07451	3.01374	2.95452	2.89678	2.84049	2.78559	2.73206	2.67984	2.6289	2.5792	2.5307	2.48337	2.43717	2.39207	2.34804	2.30505	2.26307	2.22206	2.18201	2.14288	2.10465	2.06729	2.03078	1.9951	1.96022	1.92612	1.89278	1.86018	1.8283	1.79712	1.76662	1.73679	1.70759	1.67903	1.65108	1.62373	1.59695	1.57074	
1.87378	1.90505	1.93699	1.96962	2.00296	2.03704	2.07186	2.10745	2.14384	2.18103	2.21906	2.25795	2.29772	2.3384	2.38001	2.42258	2.46613	2.51069	2.5563	2.60298	2.65076	2.69967	2.74976	2.80104	2.85357	2.90736	2.96248	3.01894	3.07679	3.13608	3.19685	3.25914	3.32301	3.38849	3.45565	3.52452	3.59518	3.66766	3.74204	3.81837	3.89672	3.97715	4.05972	4.14452	4.23161	4.32107	4.41297	4.50741	4.60447	4.70423	4.80679	4.91225	5.0207	5.13225	5.24702	5.3651	5.48663	5.61172	5.74051	5.87313	6.00971	6.15041	6.29538	6.44477	6.59876	6.75751	6.92121	7.09005	7.26422	7.44394	7.62942	7.82089	8.01858	8.22275	8.43366	8.65158	8.87679	9.10961	9.35033	9.59931	9.85687	10.1234	10.3993	10.6849	10.9806	11.287	11.6045	11.9336	12.2747	12.6285	12.9955	13.3763	13.7717	14.1821	14.6084	15.0514	15.5117	15.9903	16.4881	17.0059	17.5448	18.1059	18.6902	19.299	19.9335	20.595	21.285	22.0049	22.7565	23.5412	24.3611	25.2179	26.1138	27.0509	28.0316	29.0583	30.1336	31.2605	32.4418	33.6809	34.9811	36.3461	37.7799	39.2865	40.8706	42.5368	44.2902	46.1362	48.0806	50.1294	52.289	54.5661	56.9674	59.4998	62.1696	64.9823	67.9408	71.0422	74.2683	77.5496	80.1485	77.5496	74.2683	71.0422	67.9408	64.9823	62.1696	59.4998	56.9674	54.5661	52.289	50.1294	48.0806	46.1362	44.2902	42.5368	40.8706	39.2865	37.7799	36.3461	34.9811	33.6809	32.4418	31.2605	30.1336	29.0583	28.0316	27.0509	26.1138	25.2179	24.3611	23.5412	22.7565	22.0049	21.285	20.595	19.9335	19.299	18.6902	18.1059	17.5448	17.0059	16.4881	15.9903	15.5117	15.0514	14.6084	14.1821	13.7717	13.3763	12.9955	12.6285	12.2747	11.9336	11.6045	11.287	10.9806	10.6849	10.3993	10.1234	9.85687	9.59931	9.35033	9.10961	8.87679	8.65158	8.43366	8.22275	8.01858	7.82089	7.62942	7.44394	7.26422	7.09005	6.92121	6.75751	6.59876	6.44477	6.29538	6.15041	6.00971	5.87313	5.74051	5.61172	5.48663	5.3651	5.24702	5.13225	5.0207	4.91225	4.80679	4.70423	4.60447	4.50741	4.41297	4.32107	4.23161	4.14452	4.05972	3.97715	3.89672	3.81837	3.74204	3.66766	3.59518	3.52452	3.45565	3.38849	3.32301	3.25914	3.19685	3.13608	3.07679	3.01894	2.96248	2.90736	2.85357	2.80104	2.74976	2.69967	2.65076	2.60298	2.5563	2.51069	2.46613	2.42258	2.38001	2.3384	2.29772	2.25795	2.21906	2.18103	2.14384	2.10745	2.07186	2.03704	2.00296	1.96962	1.93699	1.90505	1.87378	
2.2139	2.25084	2.28858	2.32713	2.36653	2.40679	2.44793	2.48999	2.53297	2.57692	2.62186	2.6678	2.71479	2.76286	2.81202	2.86231	2.91377	2.96642	3.0203	3.07545	3.13191	3.1897	3.24888	3.30947	3.37153	3.43509	3.50021	3.56692	3.63528	3.70533	3.77713	3.85073	3.92618	4.00355	4.0829	4.16428	4.24775	4.3334	4.42128	4.51146	4.60403	4.69906	4.79662	4.89681	4.99971	5.10541	5.214	5.32558	5.44025	5.55812	5.6793	5.80389	5.93203	6.06383	6.19943	6.33895	6.48254	6.63034	6.7825	6.93919	7.10057	7.2668	7.43808	7.61459	7.79653	7.9841	8.17751	8.377	8.58279	8.79513	9.01427	9.2405	9.47407	9.7153	9.96449	10.222	10.4881	10.7631	11.0476	11.3417	11.646	11.9609	12.2869	12.6243	12.9738	13.3358	13.7109	14.0997	14.5027	14.9208	15.3544	15.8043	16.2714	16.7564	17.2601	17.7834	18.3273	18.8928	19.4809	20.0927	20.7295	21.3924	22.0828	22.802	23.5517	24.3333	25.1485	25.9992	26.8871	27.8143	28.783	29.7954	30.8539	31.9611	33.1197	34.3328	35.6033	36.9347	38.3305	39.7945	41.3307	42.9435	44.6375	46.4176	48.2892	50.2578	52.3295	54.5106	56.8079	59.2287	61.7803	64.4707	67.3079	70.2999	73.4543	76.7776	80.2731	83.9374	87.7491	91.626	94.6962	91.626	87.7491	83.9374	80.2731	76.7776	73.4543	70.2999	67.3079	64.4707	61.7803	59.2287	56.8079	54.5106	52.3295	50.2578	48.2892	46.4176	44.6375	42.9435	41.3307	39.7945	38.3305	36.9347	35.6033	34.3328	33.1197	31.9611	30.8539	29.7954	28.783	27.8143	26.8871	25.9992	25.1485	24.3333	23.5517	22.802	22.0828	21.3924	20.7295	20.0927	19.4809	18.8928	18.3273	17.7834	17.2601	16.7564	16.2714	15.8043	15.3544	14.9208	14.5027	14.0997	13.7109	13.3358	12.9738	12.6243	12.2869	11.9609	11.646	11.3417	11.0476	10.7631	10.4881	10.222	9.96449	9.7153	9.47407	9.2405	9.01427	8.79513	8.58279	8.377	8.17751	7.9841	7.79653	7.61459	7.43808	7.2668	7.10057	6.93919	6.7825	6.63034	6.48254	6.33895	6.19943	6.06383	5.93203	5.80389	5.6793	5.55812	5.44025	5.32558	5.214	5.10541	4.99971	4.89681	4.79662	4.69906	4.60403	4.51146	4.42128	4.3334	4.24775	4.16428	4.0829	4.00355	3.92618	3.85073	3.77713	3.70533	3.63528	3.56692	3.50021	3.43509	3.37153	3.30947	3.24888	3.1897	3.13191	3.07545	3.0203	2.96642	2.91377	2.86231	2.81202	2.76286	2.71479	2.6678	2.62186	2.57692	2.53297	2.48999	2.44793	2.40679	2.36653	2.32713	2.28858	2.25084	2.2139	
2.59582	2.63914	2.68338	2.72859	2.77478	2.82199	2.87023	2.91954	2.96994	3.02147	3.07416	3.12803	3.18313	3.23948	3.29712	3.35609	3.41642	3.47816	3.54134	3.60601	3.6722	3.73996	3.80935	3.8804	3.95316	4.02769	4.10403	4.18225	4.2624	4.34454	4.42873	4.51502	4.6035	4.69421	4.78724	4.88266	4.98054	5.08096	5.184	5.28974	5.39828	5.5097	5.6241	5.74157	5.86222	5.98615	6.11347	6.2443	6.37875	6.51696	6.65904	6.80513	6.95537	7.10991	7.2689	7.43249	7.60085	7.77414	7.95256	8.13628	8.32549	8.52041	8.72124	8.9282	9.14152	9.36145	9.58823	9.82212	10.0634	10.3124	10.5693	10.8346	11.1085	11.3913	11.6835	11.9854	12.2974	12.6199	12.9534	13.2983	13.6551	14.0243	14.4065	14.8022	15.2119	15.6364	16.0762	16.532	17.0046	17.4948	18.0032	18.5308	19.0784	19.647	20.2376	20.8512	21.489	22.152	22.8416	23.5589	24.3055	25.0828	25.8923	26.7357	27.6146	28.5311	29.487	30.4843	31.5254	32.6126	33.7484	34.9354	36.1765	37.4747	38.8333	40.2556	41.7453	43.3064	44.9429	46.6595	48.4607	50.3517	52.3379	54.4252	56.6196	58.9279	61.3569	63.9143	66.608	69.4463	72.4381	75.5926	78.9192	82.4274	86.126	90.0226	94.1212	98.4176	102.887	107.433	111.032	107.433	102.887	98.4176	94.1212	90.0226	86.126	82.4274	78.9192	75.5926	72.4381	69.4463	66.608	63.9143	61.3569	58.9279	56.6196	54.4252	52.3379	50.3517	48.4607	46.6595	44.9429	43.3064	41.7453	40.2556	38.8333	37.4747	36.1765	34.9354	33.7484	32.6126	31.5254	30.4843	29.487	28.5311	27.6146	26.7357	25.8923	25.0828	24.3055	23.5589	22.8416	22.152	21.489	20.8512	20.2376	19.647	19.0784	18.5308	18.0032	17.4948	17.0046	16.532	16.0762	15.6364	15.2119	14.8022	14.4065	14.0243	13.6551	13.2983	12.9534	12.6199	12.2974	11.9854	11.6835	11.3913	11.1085	10.8346	10.5693	10.3124	10.0634	9.82212	9.58823	9.36145	9.14152	8.9282	8.72124	8.52041	8.32549	8.13628	7.95256	7.77414	7.60085	7.43249	7.2689	7.10991	6.95537	6.80513	6.65904	6.51696	6.37875	6.2443	6.11347	5.98615	5.86222	5.74157	5.6241	5.5097	5.39828	5.28974	5.184	5.08096	4.98054	4.88266	4.78724	4.69421	4.6035	4.51502	4.42873	4.34454	4.2624	4.18225	4.10403	4.02769	3.95316	3.8804	3.80935	3.73996	3.6722	3.60601	3.54134	3.47816	3.41642	3.35609	3.29712	3.23948	3.18313	3.12803	3.07416	3.02147	2.96994	2.91954	2.87023	2.82199	2.77478	2.72859	2.68338	2.63914	2.59582	
3.02436	3.07482	3.12638	3.17904	3.23286	3.28786	3.34406	3.40151	3.46024	3.52027	3.58166	3.64443	3.70862	3.77427	3.84143	3.91014	3.98043	4.05236	4.12597	4.20131	4.27843	4.35738	4.43822	4.521	4.60577	4.6926	4.78156	4.87269	4.96607	5.06177	5.15985	5.26039	5.36347	5.46916	5.57755	5.68872	5.80276	5.91976	6.03981	6.16301	6.28946	6.41928	6.55256	6.68942	6.82999	6.97438	7.12272	7.27515	7.4318	7.59282	7.75836	7.92857	8.10361	8.28366	8.4689	8.65949	8.85564	9.05755	9.26542	9.47947	9.69992	9.92702	10.161	10.4021	10.6507	10.9069	11.1711	11.4436	11.7247	12.0148	12.3142	12.6232	12.9423	13.2719	13.6123	13.964	14.3275	14.7033	15.0918	15.4937	15.9094	16.3396	16.7848	17.2458	17.7232	18.2177	18.7301	19.2612	19.8119	20.3829	20.9753	21.59	22.228	22.8905	23.5786	24.2935	25.0365	25.809	26.6124	27.4482	28.318	29.2236	30.1668	31.1494	32.1734	33.2412	34.3549	35.5169	36.7299	37.9965	39.3198	40.7028	42.1488	43.6613	45.2441	46.9012	48.6369	50.4557	52.3624	54.3623	56.4609	58.6641	60.9782	63.4101	65.9668	68.6561	71.4861	74.4657	77.604	80.9109	84.3966	88.0719	91.9477	96.0351	100.344	104.884	109.659	114.665	119.872	125.168	129.361	125.168	119.872	114.665	109.659	104.884	100.344	96.0351	91.9477	88.0719	84.3966	80.9109	77.604	74.4657	71.4861	68.6561	65.9668	63.4101	60.9782	58.6641	56.4609	54.3623	52.3624	50.4557	48.6369	46.9012	45.2441	43.6613	42.1488	40.7028	39.3198	37.9965	36.7299	35.5169	34.3549	33.2412	32.1734	31.1494	30.1668	29.2236	28.318	27.4482	26.6124	25.809	25.0365	24.2935	23.5786	22.8905	22.228	21.59	20.9753	20.3829	19.8119	19.2612	18.7301	18.2177	17.7232	17.2458	16.7848	16.3396	15.9094	15.4937	15.0918	14.7033	14.3275	13.964	13.6123	13.2719	12.9423	12.6232	12.3142	12.0148	11.7247	11.4436	11.1711	10.9069	10.6507	10.4021	10.161	9.92702	9.69992	9.47947	9.26542	9.05755	8.85564	8.65949	8.4689	8.28366	8.10361	7.92857	7.75836	7.59282	7.4318	7.27515	7.12272	6.97438	6.82999	6.68942	6.55256	6.41928	6.28946	6.16301	6.03981	5.91976	5.80276	5.68872	5.57755	5.46916	5.36347	5.26039	5.15985	5.06177	4.96607	4.87269	4.78156	4.6926	4.60577	4.521	4.43822	4.35738	4.27843	4.20131	4.12597	4.05236	3.98043	3.91014	3.84143	3.77427	3.70862	3.64443	3.58166	3.52027	3.46024	3.40151	3.34406	3.28786	3.23286	3.17904	3.12638	3.07482	3.02436	
3.50456	3.56303	3.62277	3.6838	3.74616	3.80989	3.87502	3.94159	4.00964	4.07921	4.15034	4.22308	4.29746	4.37354	4.45136	4.53097	4.61243	4.69578	4.78107	4.86838	4.95774	5.04923	5.1429	5.23882	5.33706	5.43768	5.54075	5.64636	5.75456	5.86545	5.97911	6.09562	6.21506	6.33754	6.46314	6.59196	6.7241	6.85967	6.99878	7.14155	7.28808	7.4385	7.59295	7.75154	7.91443	8.08174	8.25364	8.43027	8.61179	8.79838	8.9902	9.18744	9.39027	9.59891	9.81356	10.0344	10.2617	10.4957	10.7365	10.9846	11.24	11.5032	11.7743	12.0537	12.3417	12.6387	12.9448	13.2606	13.5864	13.9225	14.2694	14.6275	14.9973	15.3791	15.7736	16.1811	16.6024	17.0378	17.488	17.9537	18.4354	18.9339	19.4499	19.984	20.5372	21.1103	21.7041	22.3195	22.9575	23.6192	24.3056	25.0179	25.7573	26.525	27.3223	28.1507	29.0117	29.9069	30.8378	31.8063	32.8143	33.8637	34.9565	36.0951	37.2818	38.5191	39.8096	41.1561	42.5617	44.0295	45.5628	47.1654	48.841	50.5937	52.4278	54.348	56.3593	58.4668	60.6763	62.9937	65.4255	67.9786	70.6601	73.4781	76.4407	79.557	82.8364	86.2891	89.9257	93.7577	97.7968	102.056	106.547	111.283	116.277	121.537	127.071	132.871	138.905	145.042	149.899	145.042	138.905	132.871	127.071	121.537	116.277	111.283	106.547	102.056	97.7968	93.7577	89.9257	86.2891	82.8364	79.557	76.4407	73.4781	70.6601	67.9786	65.4255	62.9937	60.6763	58.4668	56.3593	54.348	52.4278	50.5937	48.841	47.1654	45.5628	44.0295	42.5617	41.1561	39.8096	38.5191	37.2818	36.0951	34.9565	33.8637	32.8143	31.8063	30.8378	29.9069	29.0117	28.1507	27.3223	26.525	25.7573	25.0179	24.3056	23.6192	22.9575	22.3195	21.7041	21.1103	20.5372	19.984	19.4499	18.9339	18.4354	17.9537	17.488	17.0378	16.6024	16.1811	15.7736	15.3791	14.9973	14.6275	14.2694	13.9225	13.5864	13.2606	12.9448	12.6387	12.3417	12.0537	11.7743	11.5032	11.24	10.9846	10.7365	10.4957	10.2617	10.0344	9.81356	9.59891	9.39027	9.18744	8.9902	8.79838	8.61179	8.43027	8.25364	8.08174	7.91443	7.75154	7.59295	7.4385	7.28808	7.14155	6.99878	6.85967	6.7241	6.59196	6.46314	6.33754	6.21506	6.09562	5.97911	5.86545	5.75456	5.64636	5.54075	5.43768	5.33706	5.23882	5.1429	5.04923	4.95774	4.86838	4.78107	4.69578	4.61243	4.53097	4.45136	4.37354	4.29746	4.22308	4.15034	4.07921	4.00964	3.94159	3.87502	3.80989	3.74616	3.6838	3.62277	3.56303	3.50456	
4.04179	4.10923	4.17812	4.24851	4.32043	4.39393	4.46904	4.54582	4.6243	4.70453	4.78657	4.87045	4.95624	5.04398	5.13373	5.22555	5.31949	5.41561	5.51399	5.61467	5.71774	5.82325	5.93128	6.04191	6.1552	6.27125	6.39012	6.51191	6.63671	6.7646	6.89568	7.03004	7.1678	7.30905	7.4539	7.60247	7.75487	7.91122	8.07166	8.23631	8.4053	8.57879	8.75691	8.93981	9.12767	9.32063	9.51888	9.72259	9.93194	10.1471	10.3683	10.5958	10.8298	11.0704	11.3179	11.5726	11.8348	12.1046	12.3824	12.6685	12.9631	13.2666	13.5793	13.9015	14.2337	14.5761	14.9292	15.2934	15.6691	16.0567	16.4568	16.8698	17.2962	17.7366	18.1916	18.6616	19.1474	19.6496	20.1689	20.7059	21.2615	21.8364	22.4314	23.0475	23.6855	24.3464	25.0312	25.7409	26.4768	27.2399	28.0316	28.8531	29.7057	30.5911	31.5107	32.4661	33.4591	34.4914	35.5651	36.6821	37.8445	39.0548	40.3152	41.6283	42.9969	44.4239	45.9122	47.4651	49.0862	50.7789	52.5474	54.3956	56.328	58.3494	60.4647	62.6793	64.9989	67.4295	69.9777	72.6504	75.4549	78.3993	81.492	84.7419	88.1587	91.7527	95.5348	99.5168	103.711	108.13	112.789	117.7	122.88	128.342	134.101	140.168	146.55	153.24	160.198	167.276	172.877	167.276	160.198	153.24	146.55	140.168	134.101	128.342	122.88	117.7	112.789	108.13	103.711	99.5168	95.5348	91.7527	88.1587	84.7419	81.492	78.3993	75.4549	72.6504	69.9777	67.4295	64.9989	62.6793	60.4647	58.3494	56.328	54.3956	52.5474	50.7789	49.0862	47.4651	45.9122	44.4239	42.9969	41.6283	40.3152	39.0548	37.8445	36.6821	35.5651	34.4914	33.4591	32.4661	31.5107	30.5911	29.7057	28.8531	28.0316	27.2399	26.4768	25.7409	25.0312	24.3464	23.6855	23.0475	22.4314	21.8364	21.2615	20.7059	20.1689	19.6496	19.1474	18.6616	18.1916	17.7366	17.2962	16.8698	16.4568	16.0567	15.6691	15.2934	14.9292	14.5761	14.2337	13.9015	13.5793	13.2666	12.9631	12.6685	12.3824	12.1046	11.8348	11.5726	11.3179	11.0704	10.8298	10.5958	10.3683	10.1471	9.93194	9.72259	9.51888	9.32063	9.12767	8.93981	8.75691	8.57879	8.4053	8.23631	8.07166	7.91122	7.75487	7.60247	7.4539	7.30905	7.1678	7.03004	6.89568	6.7646	6.63671	6.51191	6.39012	6.27125	6.1552	6.04191	5.93128	5.82325	5.71774	5.61467	5.51399	5.41561	5.31949	5.22555	5.13373	5.04398	4.95624	4.87045	4.78657	4.70453	4.6243	4.54582	4.46904	4.39393	4.32043	4.24851	4.17812	4.10923	4.04179	
