0	23431.1	27882.4	33484.3	40622.7	49846.2	61950.8	78118.3	100149	130865	174845	239805	339337	498517	760041	498517	339337	239805	174845	130865	100149	78118.3	61950.8	49846.2	40622.7	33484.3	27882.4	23431.1	19854.3	
0	24885.3	29612.7	35562.3	43143.7	52939.6	65795.5	82966.3	106364	138986	185695	254687	360396	529455	807210	529455	360396	254687	185695	138986	106364	82966.3	65795.5	52939.6	43143.7	35562.3	29612.7	24885.3	21086.4	
0	26418.4	31437.2	37753.3	45801.8	56201.2	69849.1	88077.9	112917	147549	197136	270379	382600	562074	856944	562074	382600	270379	197136	147549	112917	88077.9	69849.1	56201.2	45801.8	37753.3	31437.2	26418.4	22385.5	
0	28034.3	33360	40062.5	48603.3	59638.8	74121.5	93465.2	119823	156574	209194	286917	406002	596454	909361	596454	406002	286917	209194	156574	119823	93465.2	74121.5	59638.8	48603.3	40062.5	33360	28034.3	23754.8	
0	29736.8	35385.9	42495.4	51554.9	63260.6	78622.8	99141.2	127100	166082	221898	304340	430657	632675	964585	632675	430657	304340	221898	166082	127100	99141.2	78622.8	63260.6	51554.9	42495.4	35385.9	29736.8	25197.3	
0	31529.8	37519.6	45057.7	54663.4	67074.9	83363.4	105119	134764	176096	235277	322691	456624	670823	1.02275e+06	670823	456624	322691	235277	176096	134764	105119	83363.4	67074.9	54663.4	45057.7	37519.6	31529.8	26716.6	
0	33417.5	39765.8	47755.3	57936.1	71090.7	88354.4	111412	142832	186639	249363	342010	483962	710985	1.08398e+06	710985	483962	342010	249363	186639	142832	111412	88354.4	71090.7	57936.1	47755.3	39765.8	33417.5	28316.2	
0	35404.2	42129.9	50594.3	61380.4	75317	93607	118036	151323	197735	264188	362343	512734	753253	1.14842e+06	753253	512734	362343	264188	197735	151323	118036	93607	75317	61380.4	50594.3	42129.9	35404.2	29999.5	
0	37494.2	44617	53581.1	65003.9	79763.3	99133	125004	160257	209408	279784	383733	543003	797721	1.21622e+06	797721	543003	383733	279784	209408	160257	125004	99133	79763.3	65003.9	53581.1	44617	37494.2	31770.5	
0	39692.3	47232.7	56722.3	68814.8	84439.4	104945	132332	169652	221684	296186	406230	574836	844487	1.28753e+06	844487	574836	406230	296186	221684	169652	132332	104945	84439.4	68814.8	56722.3	47232.7	39692.3	33633.1	
0	42003.2	49982.6	60024.7	72821.2	89355.6	111055	140037	179529	234591	313431	429881	608303	893654	1.36249e+06	893654	608303	429881	313431	234591	179529	140037	111055	89355.6	72821.2	60024.7	49982.6	42003.2	35591.2	
0	44431.9	52872.7	63495.5	77031.9	94522.2	117476	148134	189910	248156	331554	454737	643477	945326	1.44127e+06	945326	643477	454737	331554	248156	189910	148134	117476	94522.2	77031.9	63495.5	52872.7	44431.9	37649.2	
0	46983.6	55909.1	67141.9	81455.7	99950.4	124222	156641	200816	262407	350594	480852	680430	999614	1.52404e+06	999614	680430	480852	350594	262407	200816	156641	124222	99950.4	81455.7	67141.9	55909.1	46983.6	39811.3	
0	49663.4	59098	70971.6	86101.8	105651	131308	165576	212270	277374	370592	508279	719241	1.05663e+06	1.61097e+06	1.05663e+06	719241	508279	370592	277374	212270	165576	131308	105651	86101.8	70971.6	59098	49663.4	42082.1	
0	52477.1	62446.2	74992.4	90979.8	111637	138747	174956	224296	293088	391587	537075	759989	1.11649e+06	1.70224e+06	1.11649e+06	759989	537075	391587	293088	224296	174956	138747	111637	90979.8	74992.4	62446.2	52477.1	44466.2	
0	55430.2	65960.4	79212.6	96099.7	117919	146555	184802	236918	309582	413624	567299	802757	1.17932e+06	1.79804e+06	1.17932e+06	802757	567299	413624	309582	236918	184802	146555	117919	96099.7	79212.6	65960.4	55430.2	46968.5	
0	58528.8	69647.5	83640.6	101472	124511	154747	195132	250162	326887	436745	599011	847631	1.24525e+06	1.89855e+06	1.24525e+06	847631	599011	436745	326887	250162	195132	154747	124511	101472	83640.6	69647.5	58528.8	49594.1	
0	61778.8	73515	88285.1	107106	131425	163340	205968	264053	345039	460997	632274	894700	1.3144e+06	2.00398e+06	1.3144e+06	894700	632274	460997	345039	264053	205968	163340	131425	107106	88285.1	73515	61778.8	52348	
0	65186.8	77570.4	93155.2	113015	138675	172351	217330	278619	364073	486428	667152	944054	1.3869e+06	2.11453e+06	1.3869e+06	944054	667152	486428	364073	278619	217330	172351	138675	113015	93155.2	77570.4	65186.8	55235.7	
0	68759.1	81821.3	98260.3	119208	146275	181796	229240	293888	384025	513085	703713	995790	1.46291e+06	2.23041e+06	1.46291e+06	995790	703713	513085	384025	293888	229240	181796	146275	119208	98260.3	81821.3	68759.1	58262.7	
0	72502.7	86276	103610	125698	154238	191694	241721	309888	404932	541019	742026	1.05001e+06	1.54255e+06	2.35185e+06	1.54255e+06	1.05001e+06	742026	541019	404932	309888	241721	191694	154238	125698	103610	86276	72502.7	61434.8	
0	76424.4	90942.8	109214	132497	162581	202063	254795	326651	426836	570283	782163	1.1068e+06	1.62599e+06	2.47906e+06	1.62599e+06	1.1068e+06	782163	570283	426836	326651	254795	202063	162581	132497	109214	90942.8	76424.4	64757.8	
